case_id,ticker,entry_date,outcome_class,forward_return_3yr,alpha_3yr,initial_trajectory,initial_confidence,enriched_trajectory,enriched_confidence,classification_changed,most_impactful_source,key_insight,form4_data_found,form4_summary,customer_conc_found,customer_conc_summary,management_14a_found,management_14a_summary
CASE-BKNG-2015-12-31-a23f76,BKNG,2015-12-31,mixed,0.35,0.122,stable,high,stable,high,false,INSIDER_TRADING,42 Form 4 filings show no directional signal; routine proxy and absence of customer concentration risk confirm the stable/high assessment for this dominant travel platform.,true,"42 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2015-04-22. No obvious executive changes in compensation section. Excerpt: ""f Selection of Independent Registered Public Accounting Firm on page 53. 

Advisory Vote to Approve Executive Compensation (Proposal 3). The Board of Directors recommends that you vote FOR the approval on an advisory basis of the Company's executive compensation. For more information, see Proposal 3 Advisory Vote to Approve Executive Compensation on page 56. 

Stockholder Proposal (Proposal 4). The Board of"
CASE-NKE-2013-01-02-f24231,NKE,2013-01-02,winner,1.501,1.103,stable,high,stable,high,false,CUSTOMER_CONCENTRATION,"Three customer concentration references are standard risk factor boilerplate about retailer dependency and distributor reliance, not evidence of actual concentration problems at Nike's scale.",false,No Form 4 filings found in trailing 12 months.,true,"Found 3 customer concentration references. Key excerpts: [1] ""ent and introduction; the ability to secure
and protect trademarks, patents, and other intellectual property; performance and reliability of products; customer service; adverse publicity; the loss of significant customers or suppliers; dependence on distributors and licensees; business
disruptions; ..."" [2] ""ts by
retailers. Retailers who experience financial difficulties may fail to make such investments or delay them, resulting in l",false,No DEF 14A proxy statement found before entry date.
CASE-DRI-2017-06-14-5e8c69,DRI,2017-06-14,trap,-0.085,-0.343,stable,high,stable,high,false,none,No enrichment data found across all three EDGAR sources; stable/high assessment carries forward unchanged with no additional signal.,false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-PNC-2013-01-02-b8be0b,PNC,2013-01-02,winner,0.717,0.319,stable,medium,stable,medium,false,CUSTOMER_CONCENTRATION,"Regional geographic concentration in primary retail banking footprint is a known structural feature of regional banks, not a new risk signal warranting trajectory change.",false,No Form 4 filings found in trailing 12 months.,true,"Found 2 customer concentration references. Key excerpts: [1] ""during the height of the economic downturn, it would have an adverse effect on PNC s net income and could result in lower levels of net income than PNC has reported in recent periods. 

Our regional concentrations make us particularly at risk to adverse economic conditions in our primary retail bank..."" [2] ""new standards governing oversight by a covered company s board of directors and board-level risk committee;
and new limits on th",false,No DEF 14A proxy statement found before entry date.
CASE-AN-2013-01-02-cfc440,AN,2013-01-02,mixed,0.507,0.109,stable,medium,stable,medium,false,CUSTOMER_CONCENTRATION,"Customer concentration reference relates to property value concentration at store locations (insurance risk), not revenue dependency on specific customers.",false,No Form 4 filings found in trailing 12 months.,true,"Found 1 customer concentration references. Key excerpts: [1] ""results of operations, financial condition, and cash flows. In addition to business interruption, the automotive retail business is subject to substantial risk of property loss due to the significant concentration of property values at store locations. Although we have, subject to certain deductible...""",false,No DEF 14A proxy statement found before entry date.
CASE-BBT-2019-12-09-fa4520,BBT,2019-12-09,underperform,0.04936574720272993,-0.2145,deteriorating,medium,deteriorating,medium,false,INSIDER_TRADING,49 Form 4 filings with no directional signal during a merger-transition period (BB&T to Truist) confirms the medium-confidence deteriorating trajectory without adding new signal.,true,"49 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2019-04-05. No obvious executive changes in compensation section. Excerpt: ""term or until their successors are duly elected and qualified; 

2.

To provide an advisory vote on executive compensation practices; 

3.

To ratify the appointment of the Company s independent registered public accounting firm for fiscal year 2019; and 

4.

To transact any other Company business that may properly come before the meeting. 

The Board of Directors unanimously recommends that you vote FOR e"
CASE-GOOGL-2019-01-02-b9d9d6,GOOGL,2019-01-02,winner,1.747,0.848,stable,high,stable,high,false,CUSTOMER_CONCENTRATION,"Stock ownership concentration reference is about voting control structure, not revenue dependency; no material enrichment signal for this dominant platform company.",false,No Form 4 filings found in trailing 12 months.,true,"Found 1 customer concentration references. Key excerpts: [1] ""repurchase program could affect the price of our stock and increase volatility and may be suspended or terminated at any time, which may result in a decrease in the trading price of our stock. 

The concentration of our stock ownership limits our stockholders ability to influence corporate matters. ...""",false,No DEF 14A proxy statement found before entry date.
CASE-NVDA-2021-12-31-77c693,NVDA,2021-12-31,winner,3.71,3.479,deteriorating,medium,improving,medium,true,MANAGEMENT,"Initial deteriorating trajectory is overridden: stable management team (no executive changes), routine proxy, and no customer concentration red flags suggest the deterioration was cyclical, warranting upgrade to improving.",true,"75 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-04-23. No obvious executive changes in compensation section. Excerpt: ""ess 

Election of thirteen directors nominated by the Board of Directors 

Advisory approval of our executive compensation 

Ratification of the selection of PricewaterhouseCoopers LLP as our independent registered public accounting firm for fiscal year 2022 

Approval of an amendment to our Amended and Restated Certificate of Incorporation to increase the number of authorized shares of common stock from 2 "
CASE-FIS-2021-01-04-3a28b6,FIS,2021-01-04,trap,-0.538,-0.809,stable,high,stable,medium,true,INSIDER_TRADING,"93 Form 4 filings -- the highest insider filing count in this batch -- signals elevated executive activity without clear direction, warranting a confidence downgrade from high to medium on the stable call.",true,"93 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2020-04-17. No obvious executive changes in compensation section. Excerpt: ""Asked Questions

5 

Proposal No. 
1: Election of Directors 

9 

Proposal No. 
2: Advisory Vote on Executive Compensation 

19 

Proposal No. 
3: Ratification of Independent Registered Public Accounting Firm 

20 

Security Ownership of
Certain Beneficial Owners, Directors and Executive Officers 

22 

Certain Information About
Our Executive Officers 

25 

Compensation Discussion
and Analysis and Executiv"
CASE-TER-2021-12-31-3e88e7,TER,2021-12-31,trap,-0.216,-0.447,deteriorating,high,deteriorating,high,false,CUSTOMER_CONCENTRATION,Explicit disclosure that the market is concentrated with few significant customers who may contribute an even larger revenue share directly reinforces the high-confidence deteriorating trajectory.,true,"63 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 2 customer concentration references. Key excerpts: [1] ""titors could cause a decline in revenues or loss of market acceptance of our products. 

The market for our products is concentrated, and our business depends, in part, on obtaining orders from a few significant customers. 

The market for our products is concentrated with a limited number of signif..."" [2] ""al customers may contribute even a larger percentage of our consolidated revenues. In addition, our ability to increase sales wi",true,"DEF 14A filed 2021-03-26. No obvious executive changes in compensation section. Excerpt: ""t Committee Report 

35

Principal Accountant Fees and Services 

35

OWNERSHIP OF SECURITIES 

37

EXECUTIVE COMPENSATION 

39

Compensation Discussion and Analysis 

39

2020 Executive Compensation Summary 

39

Executive Compensation Objectives 

42

Executive Compensation Program 

44

2020 Executive Compensation 

48

Compensation Committee Report 

53

Executive Compensation Tables 

54

Summary Compe"
CASE-CMG-2021-12-31-e85cae,CMG,2021-12-31,winner,0.713,0.482,deteriorating,medium,improving,medium,true,MANAGEMENT,"Executive compensation restructured to include ESG metrics and sustainability goals signals forward-looking strategic pivot; combined with no customer concentration risk, supports upgrade from deteriorating to improving.",true,"68 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-04-05. Executive changes detected in compensation section. Excerpt: ""s reason that Chipotle introduced a new environmental, social and governance (ESG) metric that ties executive compensation to ESG goals, which are categorized by Food & Animals, People, and the Environment. In an
effort to support more sustainable small farms, Chipotle is committed to increasing pounds of organic, local, and/or regeneratively grown/raised food used in its restaurants year over year. Chipotle "
CASE-NOV-2013-01-02-aa8c0e,NOV,2013-01-02,trap,-0.428,-0.826,stable,high,stable,high,false,none,29 Form 4 filings show zero directional signal and no customer concentration found; enrichment data is uninformative and does not alter the stable/high assessment.,true,"29 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2012-04-05. No obvious executive changes in compensation section. Excerpt: ""Stock Ownership 

30 

Compensation Discussion and Analysis 

32 

Compensation Committee Report on Executive Compensation 

45 

Executive Compensation 

55 

Certain Relationships and Related Transactions 

61 

Director Compensation 

62 

Section 16(a) Beneficial Ownership Reporting Compliance 

64 

Stockholder Proposals for the 2013 Annual Meeting 

64 

Annual Report and Other Matters 

64 

Table of"
CASE-HSY-2021-12-31-ee26de,HSY,2021-12-31,trap,-0.067,-0.298,deteriorating,high,deteriorating,high,false,CUSTOMER_CONCENTRATION,"McLane Company accounts for 31% of net sales, confirming significant single-customer dependency that reinforces the deteriorating trajectory already identified.",true,"118 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 1 customer concentration references. Key excerpts: [1] ""rate, as well as challenges in maintaining profit margins. We must maintain mutually beneficial relationships with our key customers, including retailers and distributors, to compete effectively. Our largest customer, McLane Company, Inc., accounted for approximately 31% of our total net sales in 20...""",true,"DEF 14A filed 2021-04-07. No obvious executive changes in compensation section. Excerpt: ""ctor Nominees 

2 

Governance Highlights 

3 

Company Strategy and 2020 Business Highlights 

5 

Executive Compensation Highlights 

6 

PROXY STATEMENT 

Questions and Answers about the Annual Meeting 

7 

Corporate Governance 

13 

The Board of Directors 

19 

Meetings and Committees of the Board 

24 

Proposal No. 1 Election of Directors 

27 

Non-Employee Director Compensation 

34 

Share Owner"
CASE-EW-2015-01-02-fad98e,EW,2015-01-02,winner,0.747,0.437,stable,medium,stable,medium,false,none,No enrichment data found across all three sources; initial stable/medium assessment stands unchanged.,false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-MU-2019-01-02-ecc662,MU,2019-01-02,winner,1.851,0.952,stable,high,stable,medium,true,CUSTOMER_CONCENTRATION,"Significant customer concentration risk disclosed across multiple references with order volatility warning, downgrading confidence from high to medium despite stable trajectory.",true,"57 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 2 customer concentration references. Key excerpts: [1] ""h our partners. 

Our joint ventures and strategic relationships, if unsuccessful, could have a material adverse effect on our business, results of operations, or financial condition. 

A significant concentration of our net sales is to a select number of customers. 

In each of the last three years..."" [2] ""f customers to whom our products could be sold. Our inability to meet our customers' requirements or to qualify our products wit",true,"DEF 14A filed 2018-12-06. No obvious executive changes in compensation section. Excerpt: ""pensation Committee annually engages a compensation consultant to provide a comprehensive review of executive compensation matters. Our compensation consultant provided the Compensation Committee with information for our officers on cash and non-cash compensation elements and historical and trend payment data. 

The Compensation Committee has established procedures intended to keep our compensation consulta"
CASE-SBUX-2019-01-02-f1ef76,SBUX,2019-01-02,mixed,0.922,0.023,stable,high,stable,high,false,none,"Insider filings show zero directional signal, proxy is routine, and no customer concentration applies to a consumer-direct business; no change warranted.",true,"33 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2018-01-26. No obvious executive changes in compensation section. Excerpt: ""erve until the 2019 Annual Meeting of Shareholders; 

2 .

To approve an advisory resolution on our executive compensation; 

3 .

To ratify the selection of Deloitte & Touche LLP as our independent registered public accounting firm for the fiscal year ending September 30, 2018; 

4 .

To consider shareholder proposals described in the accompanying proxy statement, if properly presented at the Annual Meetin"
CASE-MSI-2013-01-02-fb91de,MSI,2013-01-02,underperform,0.295,-0.103,stable,high,stable,high,false,none,No enrichment data found across all three EDGAR sources; initial stable/high assessment is unchanged.,false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-ALL-2021-12-31-229221,ALL,2021-12-31,winner,0.763,0.532,stable,low,improving,medium,true,MANAGEMENT,"Proxy reveals excellent 2020 financial results with $4.6B adjusted net income despite pandemic, upgrading trajectory from stable to improving and confidence from low to medium.",true,"64 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-04-12. No obvious executive changes in compensation section. Excerpt: ""he evaluation of ELFS by the risk and return committee based on recent
learnings. Additionally, the executive compensation program was reviewed to determine if any changes were needed in light of the
pandemic, and it was concluded that no changes were necessary.

Despite challenges posed by the Coronavirus pandemic, Allstate had excellent financial results in 2020 with Adjusted Net Income* of $4.6 billion, "
CASE-MS-2015-12-31-e608d7,MS,2015-12-31,mixed,0.356,0.128,stable,low,stable,low,false,none,No enrichment data found across all three sources; initial stable/low assessment remains unchanged.,false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-HUM-2021-12-31-a788a3,HUM,2021-12-31,trap,-0.441,-0.672,stable,low,stable,low,false,none,68 Form 4 filings with zero directional signal and routine proxy; no data alters the low-confidence stable assessment.,true,"68 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-03-10. No obvious executive changes in compensation section. Excerpt: ""43

Compensation Discussion and Analysis 

46

Organization & Compensation Committee Report 

62

Executive Compensation 

63

Certain Transactions with Management and Others 

75

Audit Committee Report 

76

Proposal Two: Ratification of Appointment of Independent Registered 
Public Accounting Firm 

78

Proposal Three: Non-Binding Advisory Vote with Respect to the
Compensation of the Company s Named Exec"
CASE-CI-2021-12-31-d33119,CI,2021-12-31,mixed,0.258,0.027,stable,low,stable,low,false,none,100 Form 4 filings with zero directional signal; proxy shows routine governance matters including amended LTIP but nothing trajectory-altering.,true,"100 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-03-19. No obvious executive changes in compensation section. Excerpt: ""g of shareholders.

FOR the election of each director 

nominee 

Proposal 2:

Advisory approval of executive compensation.

FOR

Proposal 3:

Approval of the Amended and Restated Cigna Long-Term Incentive Plan.

FOR

Proposal 4:

Ratification of the appointment of PricewaterhouseCoopers LLP as the Company s independent registered
public accounting firm for 2021.

FOR

Proposal 5:

Shareholder Proposal Shar"
CASE-SYK-2019-01-02-3c83ec,SYK,2019-01-02,underperform,0.788,-0.111,stable,high,stable,high,false,none,"72 Form 4 filings with zero directional signal, routine proxy, no customer concentration; enrichment is uninformative.",true,"72 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2018-03-21. No obvious executive changes in compensation section. Excerpt: ""ance Matters 

7 

Compensation Discussion and Analysis 

10 

Compensation Committee Report 

21 

Executive Compensation 

22 

Compensation of Directors 

29 

Audit Committee Report 

31 

Proposal 1 Election of Directors 

32 

Proposal 2 Ratification of Appointment of Our Independent Registered Public Accounting Firm 

34 

Proposal 3 Advisory Vote to Approve Named Executive Officer Compensation 

35 "
CASE-JEF-2019-01-02-26ea37,JEF,2019-01-02,winner,1.551,0.652,deteriorating,medium,deteriorating,medium,false,CUSTOMER_CONCENTRATION,"Five customer concentration references highlight order volatility and loss-of-customer risk, reinforcing the existing deteriorating trajectory assessment.",false,No Form 4 filings found in trailing 12 months.,true,"Found 5 customer concentration references. Key excerpts: [1] ""ly place orders for products on an as-needed basis and, as a result, their order levels have varied from period to period in the past and may vary significantly in the future. The loss of one or more significant customers, a significant decline in the volume of orders from customers or a significant..."" [2] ""sk tolerance for a certain activity. The framework includes inventory position and exposure limits on a gross and net basis, sce",false,No DEF 14A proxy statement found before entry date.
CASE-BXP-2013-01-02-370494,BXP,2013-01-02,underperform,0.367,-0.031,stable,high,stable,high,false,CUSTOMER_CONCENTRATION,"Customer concentration reference pertains to stock ownership limits for REIT qualification, not revenue concentration; not a trajectory-relevant signal.",false,No Form 4 filings found in trailing 12 months.,true,"Found 1 customer concentration references. Key excerpts: [1] ""ium for their shares of common stock over then-prevailing market prices.

Stock Ownership Limit

To facilitate maintenance of our
qualification as a REIT and to otherwise address concerns relating to concentration of capital stock ownership, our certificate of incorporation generally prohibits owner...""",false,No DEF 14A proxy statement found before entry date.
CASE-ITW-2019-01-02-5e1728,ITW,2019-01-02,mixed,1.097,0.198,stable,high,stable,medium,true,MANAGEMENT,Executive changes detected in proxy combined with currency concentration risk in European sales warrants a confidence downgrade from high to medium.,true,"50 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 1 customer concentration references. Key excerpts: [1] ""'s operating income. 

Although the Company's financial results are reported in U.S. Dollars, a significant portion of its sales and operating costs are realized in other currencies, with the largest concentration of foreign sales occurring in Europe. The Company's profitability is affected by movem...""",true,"DEF 14A filed 2018-03-23. Executive changes detected in compensation section. Excerpt: ""as ITW s independent registered public accounting firm for 2018; 

3.

To hold an advisory vote on executive compensation; 

4.

To consider a non-binding stockholder proposal to change the ownership threshold to call special stockholder meetings, if properly presented; 

5.

To consider a non-binding stockholder proposal to set Company-wide greenhouse gas emissions targets, if properly presented; and 

6.

T"
CASE-SLM-2014-04-30-7a78db,SLM,2014-04-30,mixed,0.3854175613106581,0.1177,stable,medium,stable,low,true,CUSTOMER_CONCENTRATION,"Self-identified concentration in education credit market creates both competitive advantage and sector-specific risk, downgrading confidence from medium to low.",false,No Form 4 filings found in trailing 12 months.,true,"Found 1 customer concentration references. Key excerpts: [1] ""gs may not prove to be profitable and may fail to offset the loss of business in the education
credit market. 

We are a leading provider of saving- and paying-for-college products and programs. This concentration gives us
a competitive advantage in the marketplace. This concentration also creates r...""",false,No DEF 14A proxy statement found before entry date.
CASE-DE-2021-12-31-a8d074,DE,2021-12-31,mixed,0.27,0.039,deteriorating,medium,deteriorating,medium,false,none,44 Form 4 filings with zero directional signal and routine proxy; no enrichment data alters the deteriorating/medium assessment.,true,"44 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-01-08. No obvious executive changes in compensation section. Excerpt: ""Approval of Related Person Transactions 

25 

Delinquent Section 16(a) Reports 

Advisory Vote on Executive Compensation 

26 

Item 2 Advisory Vote on Executive Compensation 

27 

Compensation Discussion and Analysis 

29 

Executive Summary 

31 

2020 Compensation Overview 

34 

Direct Compensation Elements 

47 

Indirect Compensation Elements 

49 

Compensation Methodology and Process 

53 

Risk A"
CASE-BIIB-2015-01-02-8735dd,BIIB,2015-01-02,trap,-0.023,-0.333,stable,high,stable,high,false,none,51 Form 4 filings with zero directional signal and routine proxy; no customer concentration found; stable/high assessment unchanged.,true,"51 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2014-04-30. No obvious executive changes in compensation section. Excerpt: ""lic accounting firm for the fiscal year ending December 31, 2014.

3. 

To hold an advisory vote on executive compensation. 

4. 

To transact such other business as may be properly brought before the meeting and any adjournments or postponements. 

Our Board of Directors recommends voting FOR the election of all of the director nominees listed in Proposal 1 and FOR Proposals 2 and 3.

Your vote is extremel"
CASE-VNO-2023-01-03-51a6e1,VNO,2023-01-03,underperform,0.6988517995061566,-0.0946,deteriorating,high,deteriorating,high,false,MANAGEMENT,Executive changes detected in proxy align with and reinforce the existing deteriorating/high assessment for this office REIT.,true,"20 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2022-04-08. Executive changes detected in compensation section. Excerpt: ""iscal year. 

(3) 

To consider and vote upon the approval of a non-binding, advisory resolution on executive compensation. 

(4) 

To transact any other business as may properly come before the meeting and any postponement or adjournment of the meeting. 

The Board of Trustees of the Company has fixed the close of business on March 21, 2022 as the record date for the determination of shareholders entitled to"
CASE-KLAC-2019-01-02-b5cf44,KLAC,2019-01-02,winner,3.992,3.093,stable,low,stable,low,false,CUSTOMER_CONCENTRATION,"Customer concentration acknowledged as a business risk factor tied to capital equipment procurement cycles, but this is industry-standard for semiconductor equipment and does not alter trajectory.",true,"86 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",true,"Found 1 customer concentration references. Key excerpts: [1] ""$ 

1,287,547 

$ 

1,163,391 

$ 

159,822 

12 

% 

$ 

124,156 

11 

% 

Gross margin percentage 

64 

% 

63 

% 

61 

% 

1 

% 

2 

% 

Product revenues 

Our business is affected by the concentration of our customer base and our customers capital equipment procurement schedules as a resu...""",true,"DEF 14A filed 2018-09-28. No obvious executive changes in compensation section. Excerpt: ""out Executive Officers 

37 

Security Ownership of Certain Beneficial Owners and Management 

39 

Executive Compensation and Other Matters 

42 

Compensation Committee Report 

54 

Executive Compensation Tables 

55 

Certain Relationships and Related Transactions 

73 

Equity Compensation Plan Information 

74 

Report of the Audit Committee 

75 

Information for KLA-Tencor Annual Meeting of Stockhol"
CASE-THC-2013-01-02-30f670,THC,2013-01-02,trap,-0.093,-0.491,deteriorating,medium,deteriorating,high,true,CUSTOMER_CONCENTRATION,"Geographic concentration with 25.9% of beds in Florida and 19.5% in Texas creates significant regional regulatory and economic exposure, upgrading confidence from medium to high on the deteriorating trajectory.",false,No Form 4 filings found in trailing 12 months.,true,"Found 1 customer concentration references. Key excerpts: [1] ""d in certain market areas in Florida, Texas and California, which makes us sensitive to economic, regulatory, environmental and other conditions in those areas. 

As of December 31, 2011, the largest concentrations of licensed beds in our general hospitals were in Florida (25.9%), Texas (19.5%) and ...""",false,No DEF 14A proxy statement found before entry date.
CASE-NSC-2021-12-31-5b5c55,NSC,2021-12-31,trap,-0.157,-0.388,deteriorating,high,deteriorating,high,false,none,107 Form 4 filings with zero directional signal and routine proxy; no enrichment alters the deteriorating/high assessment.,true,"107 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-03-31. No obvious executive changes in compensation section. Excerpt: ""accounting firm, as our
independent auditors for 2021 

ITEM
3 

Approval
of advisory resolution on executive compensation 

ITEM
4 

A
shareholder proposal regarding revisions to ownership requirements for proxy access, if properly presented at the meeting 

ITEM
5 

A
shareholder proposal regarding a report on lobbying activity alignment with Paris Climate Agreement, if properly presented
at the meeting 
"
CASE-DVN-2017-06-14-bc2279,DVN,2017-06-14,trap,-0.581,-0.839,stable,high,stable,high,false,none,38 Form 4 filings with zero directional signal and routine proxy including new incentive plans; no customer concentration found for this E&P company.,true,"38 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2017-04-26. No obvious executive changes in compensation section. Excerpt: ""Items of Business 

Elect nine directors for a term of one year; 

Approve, in an advisory vote, executive compensation; 

Advisory vote on the frequency of the advisory vote on executive compensation; 

Ratify the appointment of the independent auditors for 2017; 

Consider and vote upon the Annual Incentive Compensation Plan; 

Consider and vote upon the 2017 Long-Term Incentive Plan; 

Consider and vote "
CASE-PRU-2013-01-02-ca3c3b,PRU,2013-01-02,mixed,0.572,0.174,deteriorating,medium,deteriorating,medium,false,none,No enrichment data found across all three EDGAR sources; initial deteriorating/medium assessment is unchanged.,false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-OKE-2021-12-31-d8417f,OKE,2021-12-31,winner,1.047,0.816,deteriorating,high,deteriorating,high,false,none,27 Form 4 filings with zero directional signal and routine proxy; no enrichment data alters the deteriorating/high assessment.,true,"27 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2021-04-07. No obvious executive changes in compensation section. Excerpt: ""nting firm of ONEOK, Inc., for the year ending December 31, 2021.

(3)

To consider and vote on our executive compensation on a non-binding, advisory basis.

(4)

To consider and vote on such other business as may come properly before the meeting or any adjournment or postponement of the meeting.

These matters are described more fully in the accompanying proxy statement.

Record date 

March 29, 2021. Only"
CASE-BDX-2017-06-14-2b3eaf,BDX,2017-06-14,mixed,0.264,0.006,stable,high,stable,high,false,none,No enrichment data found across all three EDGAR sources; initial stable/high assessment is unchanged.,false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-AVB-2019-01-02-a0e2ea,AVB,2019-01-02,underperform,0.65,-0.249,stable,high,stable,high,false,INSIDER_TRADING,50 Form 4 filings with no clear buy/sell direction and no customer concentration issues confirm the stable trajectory for this REIT.,true,"50 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2018-04-06. No obvious executive changes in compensation section. Excerpt: ""ent Auditors 

14 

Required Vote and Recommendation 

14 

Proposal 3 -- Binding, Advisory Vote on Executive Compensation 

15 

Required Vote and Recommendation 

15 

Other Matters 

15 

III. 

Corporate Governance And Related Matters 

16 

Code of Ethics and Corporate Governance Guidelines 

16 

Board of Directors and its Committees 

16 

Stockholder Engagement and Responsiveness 

21 

Contacting t"
CASE-AMP-2019-01-02-e568af,AMP,2019-01-02,winner,1.999,1.1,stable,high,stable,medium,false,none,"No enrichment data was available from any EDGAR source, so confidence drops from high to medium due to lack of corroboration.",false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
CASE-LULU-2015-12-31-4e3ca6,LULU,2015-12-31,winner,1.351,1.123,stable,high,stable,high,false,MANAGEMENT,No executive turnover in the proxy and no customer concentration risk reinforce the stable trajectory for this consumer discretionary grower.,true,"30 Form 4 filings in trailing 12 months. Buy signals: 0, Sell signals: 0. Net direction: mixed.",false,No customer concentration language found in 10-K text.,true,"DEF 14A filed 2015-04-21. No obvious executive changes in compensation section. Excerpt: ""OUNTING FIRM 

16 

PROPOSAL NO. 3 STOCKHOLDER PROPOSAL 

17 

REPORT OF THE AUDIT COMMITTEE 

19 

EXECUTIVE COMPENSATION 

20 

EXECUTIVE COMPENSATION TABLES 

29 

SUMMARY COMPENSATION TABLE 

29 

2014 GRANTS OF PLAN-BASED AWARDS 

31 

2014 OUTSTANDING EQUITY AWARDS AT FISCAL YEAR END 

33 

2014 OPTION EXERCISES AND STOCK VESTED 

35 

AGREEMENTS WITH NAMED EXECUTIVE OFFICERS & POTENTIAL PAYMENTS 

36"
CASE-PEP-2013-01-02-1f0383,PEP,2013-01-02,mixed,0.569,0.171,stable,high,stable,medium,false,none,No EDGAR enrichment data available; confidence lowered from high to medium due to absence of corroborating signals.,false,No Form 4 filings found in trailing 12 months.,false,No customer concentration language found in 10-K text.,false,No DEF 14A proxy statement found before entry date.
